,SUBDIVISION,YEAR,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,ANNUAL
3286,TELANGANA,1990,4.2,4.1,35.2,1.0,159.8,245.1,180.2,471.1,132.1,180.2,12.4,0.1,1425.7
3287,TELANGANA,1991,21.7,4.1,8.9,21.6,34.4,194.5,268.8,122.0,100.8,29.4,36.8,6.0,849.1
3288,TELANGANA,1992,4.8,0.0,2.5,10.7,20.6,180.5,180.5,271.8,99.0,47.0,46.1,0.0,863.5
3289,TELANGANA,1993,4.9,2.0,12.9,13.1,29.4,83.9,291.8,146.4,187.0,100.9,0.1,13.2,885.6
3290,TELANGANA,1994,8.6,12.5,0.0,21.5,20.4,115.3,308.2,256.3,53.9,143.0,36.2,0.0,975.7
3291,TELANGANA,1995,98.7,0.5,22.0,16.0,35.6,135.4,282.1,209.2,141.1,332.7,12.6,0.0,1286.0
3292,TELANGANA,1996,0.0,7.9,4.7,31.1,13.6,115.9,264.1,295.9,160.2,72.4,13.2,7.8,986.8
3293,TELANGANA,1997,22.6,0.9,20.2,43.4,21.3,85.5,156.7,154.5,169.1,87.9,46.9,46.9,856.0
3294,TELANGANA,1998,5.2,22.2,15.2,15.5,27.9,149.4,264.0,290.5,209.3,79.4,14.5,0.0,1093.0
3295,TELANGANA,1999,0.0,9.3,4.6,1.7,74.8,141.6,205.2,190.9,177.6,55.7,2.2,0.0,863.8
3296,TELANGANA,2000,0.6,16.8,1.0,16.3,48.8,253.2,220.9,420.5,70.7,20.2,6.4,2.5,1078.0
3297,TELANGANA,2001,8.5,0.0,21.5,37.3,7.5,183.9,123.8,266.8,119.9,135.6,17.4,0.0,922.3
3298,TELANGANA,2002,18.8,10.1,7.6,7.7,32.0,143.2,91.7,321.7,52.4,76.2,3.9,0.0,765.3
3299,TELANGANA,2003,0.0,10.7,21.9,14.0,7.9,112.6,312.2,266.5,103.2,101.7,7.3,5.3,963.2
3300,TELANGANA,2004,34.4,17.9,9.3,25.9,34.6,64.6,216.7,117.7,110.1,30.6,5.3,0.0,667.0
3301,TELANGANA,2005,43.4,14.1,14.6,23.8,19.7,115.1,400.3,126.9,246.3,136.1,3.9,18.8,1163.1
3302,TELANGANA,2006,0.0,0.0,42.7,38.6,46.1,104.8,169.5,308.2,280.2,28.1,34.7,0.0,1053.0
3303,TELANGANA,2007,0.0,0.0,0.1,0.1,9.2,176.6,134.6,206.6,262.3,40.8,13.0,0.0,843.3
3304,TELANGANA,2008,0.2,18.6,108.6,15.7,4.9,132.9,183.4,391.8,146.7,24.2,7.5,0.8,1035.3
3305,TELANGANA,2009,0.0,0.0,2.1,4.5,13.1,85.8,118.4,192.3,149.7,69.5,29.6,1.2,666.3
3306,TELANGANA,2010,10.3,5.3,1.5,5.6,24.9,127.0,395.5,308.1,249.8,98.7,40.5,9.3,1276.4
3307,TELANGANA,2011,0.0,11.9,2.6,25.6,9.3,83.9,268.2,225.9,107.6,13.9,4.2,0.0,753.1
3308,TELANGANA,2012,6.7,0.0,0.2,14.0,8.4,124.4,300.3,229.9,202.4,83.6,38.7,0.0,1008.6
3309,TELANGANA,2013,2.4,29.0,0.2,24.4,8.5,213.4,453.8,230.6,161.4,205.9,16.4,2.7,1348.7
3310,TELANGANA,2014,0.2,2.9,58.3,10.3,73.3,62.3,146.0,205.2,146.8,29.6,10.8,0.7,746.4
3311,TELANGANA,2015,17.5,0.0,43.0,65.7,23.3,266.9,104.4,160.5,158.3,15.6,0.3,1.7,857.3
